GaussianNB 0.699 0.667 0.545 0.55
"Decision Tree" 0.817 0.721 0.725 0.722
"K-nearest neighbors" 0.836 0.761 0.719 0.731
"Logistic Regression" 0.866 0.79 0.779 0.783
Svm 0.875 0.811 0.812 0.808
"Neural Network" 0.865 0.789 0.79 0.788
